metric,value
deposit,1600000.0
netProfit,391813.0
netPct,24.4883125
profitFactor,1.0876005119921301
trades,1376
maxDDpct,9.133804803334163
expectancy,284.74781976744225
nYears,11
posYears,5
posFrac,0.45454545454545453
worstYearPct,-4.993437500000001
score,-12.983066166970529
YEARS,
2016,-1171.0
2017,-3650.0
2018,-22195.0
2019,98778.0
2020,-50953.0
2021,21167.0
2022,291287.0
2023,12597.0
2024,215672.0
2025,-21094.0
2026,-79895.0
