metric,value
deposit,1600000.0
netProfit,157270.0
netPct,9.829375
profitFactor,1.0234894437152482
trades,2169
maxDDpct,17.28677292319215
expectancy,72.50806823420882
nYears,11
posYears,6
posFrac,0.5454545454545454
worstYearPct,-10.2133125
score,-42.56523315046488
YEARS,
2016,8439.0
2017,-68143.0
2018,-10145.0
2019,11722.0
2020,-12175.0
2021,51864.0
2022,228652.0
2023,27541.0
2024,201818.0
2025,-163413.0
2026,-19152.0
