metric,value
deposit,1600000.0
netProfit,141730.0
netPct,8.858125
profitFactor,1.0291668844630828
trades,1429
maxDDpct,17.575768242258533
expectancy,99.18124562631237
nYears,11
posYears,6
posFrac,0.5454545454545454
worstYearPct,-7.7997499999999995
score,-36.143313696803986
YEARS,
2016,58698.0
2017,4271.0
2018,-89415.0
2019,4652.0
2020,-20545.0
2021,16761.0
2022,219302.0
2023,-21065.0
2024,167030.0
2025,-124796.0
2026,-6233.0
