metric,value
deposit,1600000.0
netProfit,256416.0
netPct,16.026
profitFactor,1.0375845104021542
trades,2074
maxDDpct,15.328806947817766
expectancy,123.63355834136875
nYears,11
posYears,7
posFrac,0.6363636363636364
worstYearPct,-9.31425
score,-33.073193311454126
YEARS,
2016,-436.0
2017,9328.0
2018,37263.0
2019,4525.0
2020,-8290.0
2021,8063.0
2022,252981.0
2023,44640.0
2024,208552.0
2025,-149028.0
2026,-49500.0
