metric,value
deposit,1600000.0
netProfit,5159874.0
netPct,322.492125
profitFactor,1.1605866185691776
trades,1164
maxDDpct,32.18093949838964
expectancy,4432.881443298969
nYears,11
posYears,7
posFrac,0.6363636363636364
worstYearPct,-21.5138125
score,108.49988436524671
YEARS,
2016,244294.0
2017,148052.0
2018,-39991.0
2019,599623.0
2020,-344221.0
2021,-61176.0
2022,1780190.0
2023,119816.0
2024,2492221.0
2025,784225.0
2026,-82296.0
