metric,value
deposit,1600000.0
netProfit,20775.0
netPct,1.2984375
profitFactor,1.0115120359652072
trades,817
maxDDpct,9.689599149047778
expectancy,25.428396572827097
nYears,11
posYears,5
posFrac,0.45454545454545453
worstYearPct,-3.289625
score,-18.968275285411416
YEARS,
2016,-52634.0
2017,8212.0
2018,-9179.0
2019,-47169.0
2020,63341.0
2021,-20899.0
2022,-5402.0
2023,61367.0
2024,5100.0
2025,52386.0
2026,-14971.0
