metric,value
deposit,1600000.0
netProfit,396651.0
netPct,24.7906875
profitFactor,1.1041304219417591
trades,1091
maxDDpct,10.363068655890503
expectancy,363.5664527956003
nYears,7
posYears,5
posFrac,0.7142857142857143
worstYearPct,-1.64575
score,2.4073152726809255
YEARS,
2016,169551.0
2017,-10597.0
2018,-26332.0
2019,72410.0
2020,12415.0
2021,41315.0
2022,178068.0
