metric,value
deposit,1600000.0
netProfit,315394.0
netPct,19.712125
profitFactor,1.0554607062916392
trades,1684
maxDDpct,13.607919663419857
expectancy,187.28859857482163
nYears,11
posYears,6
posFrac,0.5454545454545454
worstYearPct,-6.837937500000001
score,-23.369663981601676
YEARS,
2016,235407.0
2017,-38850.0
2018,-22248.0
2019,62696.0
2020,-37615.0
2021,52523.0
2022,126349.0
2023,28604.0
2024,95762.0
2025,-109407.0
2026,-9242.0
