metric,value
deposit,1600000.0
netProfit,55137.0
netPct,3.4460625
profitFactor,1.0156602278440028
trades,1437
maxDDpct,12.058209656870728
expectancy,38.36951983298571
nYears,11
posYears,8
posFrac,0.7272727272727273
worstYearPct,-9.3543125
score,-37.61491988414346
YEARS,
2016,96602.0
2017,-106123.0
2018,26445.0
2019,-54799.0
2020,91477.0
2021,3051.0
2022,79710.0
2023,35555.0
2024,78243.0
2025,-149669.0
2026,12425.0
