metric,value
deposit,1600000.0
netProfit,-271740.0
netPct,-16.98375
profitFactor,0.9700093931719553
trades,1614
maxDDpct,31.374573000995586
expectancy,-168.36431226765845
nYears,11
posYears,5
posFrac,0.45454545454545453
worstYearPct,-20.92625
score,-101.87320936463195
YEARS,
2016,126580.0
2017,-178524.0
2018,175081.0
2019,-65472.0
2020,-274214.0
2021,154582.0
2022,251461.0
2023,-334820.0
2024,254640.0
2025,-218599.0
2026,-96689.0
