metric,value
deposit,1600000.0
netProfit,17530869.0
netPct,1095.6793125000002
profitFactor,1.2367685906499248
trades,1095
maxDDpct,22.6139750807843
expectancy,16009.926027397252
nYears,11
posYears,9
posFrac,0.8181818181818182
worstYearPct,-53.1385
score,714.4354169646704
YEARS,
2016,1138783.0
2017,780569.0
2018,298177.0
2019,1123296.0
2020,-241275.0
2021,384868.0
2022,4217549.0
2023,2007472.0
2024,6352087.0
2025,3492773.0
2026,-850216.0
