metric,value
deposit,1600000.0
netProfit,-2315.0
netPct,-0.1446875
profitFactor,0.9989046796909635
trades,1158
maxDDpct,10.503212927479638
expectancy,-1.999136442141565
nYears,11
posYears,3
posFrac,0.2727272727272727
worstYearPct,-2.701625
score,-18.647548154752364
YEARS,
2016,-39317.0
2017,-7214.0
2018,-24349.0
2019,-43226.0
2020,59741.0
2021,-18377.0
2022,-3643.0
2023,88473.0
2024,-11023.0
2025,54367.0
2026,-30713.0
