metric,value
deposit,1600000.0
netProfit,16000891.0
netPct,1000.0556874999999
profitFactor,1.2998086708870757
trades,808
maxDDpct,19.432255332905164
expectancy,19803.082920792087
nYears,11
posYears,9
posFrac,0.8181818181818182
worstYearPct,-44.4564375
score,665.425812848913
YEARS,
2016,965202.0
2017,872221.0
2018,220801.0
2019,675453.0
2020,-144658.0
2021,582657.0
2022,3123391.0
2023,1917123.0
2024,5454075.0
2025,3837152.0
2026,-711303.0
