metric,value
deposit,1600000.0
netProfit,278920.0
netPct,17.4325
profitFactor,1.044051444101478
trades,1683
maxDDpct,18.575110215150115
expectancy,165.72786690433765
nYears,11
posYears,7
posFrac,0.6363636363636364
worstYearPct,-10.9453125
score,-40.31763862424103
YEARS,
2016,163421.0
2017,-1892.0
2018,-18242.0
2019,84856.0
2020,25996.0
2021,48274.0
2022,126509.0
2023,82790.0
2024,77233.0
2025,-175125.0
2026,-66362.0
