metric,value
deposit,1600000.0
netProfit,6330429.0
netPct,395.6518125
profitFactor,1.1333780663867616
trades,1481
maxDDpct,22.303929986048775
expectancy,4274.428764348416
nYears,11
posYears,9
posFrac,0.8181818181818182
worstYearPct,-22.772875
score,233.09256433213307
YEARS,
2016,186750.0
2017,220133.0
2018,81490.0
2019,631610.0
2020,-201782.0
2021,235009.0
2022,1788271.0
2023,447735.0
2024,3128289.0
2025,886208.0
2026,-364366.0
