metric,value
deposit,1600000.0
netProfit,19880.0
netPct,1.2425
profitFactor,1.004993141964721
trades,1318
maxDDpct,10.322727520460719
expectancy,15.083459787556874
nYears,11
posYears,6
posFrac,0.5454545454545454
worstYearPct,-8.982375
score,-36.59212524773345
YEARS,
2016,-15860.0
2017,2541.0
2018,8100.0
2019,73712.0
2020,-78980.0
2021,92379.0
2022,87319.0
2023,-143718.0
2024,100397.0
2025,-32748.0
2026,-19759.0
