metric,value
deposit,1600000.0
netProfit,16522106.0
netPct,1032.631625
profitFactor,1.2408096796766461
trades,1144
maxDDpct,16.310306112419727
expectancy,14442.400349650345
nYears,11
posYears,9
posFrac,0.8181818181818182
worstYearPct,-23.371875
score,758.4544893421257
YEARS,
2016,1036629.0
2017,481192.0
2018,324132.0
2019,1127918.0
2020,-249599.0
2021,468638.0
2022,3097860.0
2023,1712467.0
2024,6649616.0
2025,3348777.0
2026,-373950.0
