metric,value
deposit,1600000.0
netProfit,682752.0
netPct,42.672
profitFactor,1.161371765897111
trades,1481
maxDDpct,9.70132514420959
expectancy,461.0074274139098
nYears,11
posYears,9
posFrac,0.8181818181818182
worstYearPct,-1.1841249999999999
score,21.659754401244953
YEARS,
2016,65998.0
2017,48293.0
2018,21353.0
2019,104339.0
2020,-18946.0
2021,36853.0
2022,203631.0
2023,49017.0
2024,195814.0
2025,48470.0
2026,-11793.0
