metric,value
deposit,1600000.0
netProfit,558789.0
netPct,34.9243125
profitFactor,1.126881057792871
trades,1629
maxDDpct,10.007328793488703
expectancy,343.02578268876636
nYears,11
posYears,9
posFrac,0.8181818181818182
worstYearPct,-2.1048125
score,12.252671206511298
YEARS,
2016,68267.0
2017,30025.0
2018,3190.0
2019,80118.0
2020,-33677.0
2021,35713.0
2022,179343.0
2023,45672.0
2024,195241.0
2025,31225.0
2026,-9986.0
