metric,value
deposit,1600000.0
netProfit,93233.0
netPct,5.8270625
profitFactor,1.0299019614131821
trades,1081
maxDDpct,9.544639508719294
expectancy,86.24699352451472
nYears,11
posYears,8
posFrac,0.7272727272727273
worstYearPct,-5.6819375
score,-22.352588372355658
YEARS,
2016,15049.0
2017,32242.0
2018,-6024.0
2019,39382.0
2020,13558.0
2021,8749.0
2022,42150.0
2023,-90911.0
2024,102290.0
2025,-31367.0
2026,11370.0
