metric,value
deposit,1600000.0
netProfit,59919.0
netPct,3.7449375
profitFactor,1.0308377752582423
trades,598
maxDDpct,12.038469471947193
expectancy,100.19899665551813
nYears,4
posYears,2
posFrac,0.5
worstYearPct,-5.05725
score,-25.337750721947195
YEARS,
2023,2204.0
2024,167796.0
2025,-80916.0
2026,-538.0
