metric,value
deposit,1600000.0
netProfit,732125.0
netPct,45.7578125
profitFactor,1.0530208082728465
trades,1704
maxDDpct,22.07942433689261
expectancy,429.65082159624455
nYears,11
posYears,7
posFrac,0.6363636363636364
worstYearPct,-8.48975
score,-18.43006638234716
YEARS,
2016,93581.0
2017,63661.0
2018,-34745.0
2019,203794.0
2020,36056.0
2021,65657.0
2022,360175.0
2023,-46556.0
2024,447098.0
2025,-135836.0
2026,-117295.0
