metric,value
deposit,1600000.0
netProfit,-73258.0
netPct,-4.578625
profitFactor,0.9656494384003436
trades,1188
maxDDpct,13.705157647132982
expectancy,-61.66498316498303
nYears,11
posYears,5
posFrac,0.45454545454545453
worstYearPct,-4.1369375
score,-28.197163328951163
YEARS,
2016,-63556.0
2017,11191.0
2018,17189.0
2019,-66191.0
2020,15984.0
2021,-6300.0
2022,-38107.0
2023,74034.0
2024,-11606.0
2025,57354.0
2026,-36370.0
