metric,value
deposit,1600000.0
netProfit,-44353.0
netPct,-2.7720624999999997
profitFactor,0.985950039375242
trades,1399
maxDDpct,14.887518216142048
expectancy,-31.70335954253003
nYears,11
posYears,5
posFrac,0.45454545454545453
worstYearPct,-7.137250000000001
score,-37.55929662523296
YEARS,
2016,-37087.0
2017,-114196.0
2018,42953.0
2019,-60711.0
2020,85123.0
2021,-24577.0
2022,35513.0
2023,8323.0
2024,167140.0
2025,-63107.0
2026,-32507.0
