metric,value
deposit,1600000.0
netProfit,147284.0
netPct,9.20525
profitFactor,1.0353726491924888
trades,1443
maxDDpct,12.760639524839954
expectancy,102.06791406791392
nYears,11
posYears,8
posFrac,0.7272727272727273
worstYearPct,-6.6892499999999995
score,-26.13366225211268
YEARS,
2016,26293.0
2017,2461.0
2018,15973.0
2019,83191.0
2020,34018.0
2021,26235.0
2022,105770.0
2023,-13452.0
2024,110917.0
2025,-107028.0
2026,-78684.0
