metric,value
deposit,1600000.0
netProfit,-817584.0
netPct,-51.099000000000004
profitFactor,0.9349817303516487
trades,1043
maxDDpct,61.0199234953432
expectancy,-783.8772770853308
nYears,7
posYears,3
posFrac,0.42857142857142855
worstYearPct,-38.159062500000005
score,-197.39668242391463
YEARS,
2020,-411598.0
2021,-149370.0
2022,161804.0
2023,-53955.0
2024,452472.0
2025,-610545.0
2026,28663.0
