metric,value
deposit,1600000.0
netProfit,13697026.0
netPct,856.064125
profitFactor,1.172548740486028
trades,1044
maxDDpct,24.7679669462594
expectancy,13119.75670498084
nYears,11
posYears,9
posFrac,0.8181818181818182
worstYearPct,-40.3298125
score,554.6586978264679
YEARS,
2016,1473355.0
2017,863126.0
2018,829177.0
2019,608102.0
2020,-468508.0
2021,203975.0
2022,3969531.0
2023,4528258.0
2024,2643789.0
2025,776373.0
2026,-645277.0
