metric,value
deposit,1600000.0
netProfit,-367512.0
netPct,-22.9695
profitFactor,0.9524011816037027
trades,426
maxDDpct,59.22049741346462
expectancy,-862.7042253521106
nYears,3
posYears,2
posFrac,0.6666666666666666
worstYearPct,-59.961875
score,-254.4191224134646
YEARS,
2024,711652.0
2025,-959390.0
2026,46709.0
