metric,value
deposit,1600000.0
netProfit,-75428.0
netPct,-4.71425
profitFactor,0.9762537774432294
trades,1378
maxDDpct,11.953105344223465
expectancy,-54.73730043541318
nYears,11
posYears,5
posFrac,0.45454545454545453
worstYearPct,-6.499687499999999
score,-33.595008753314374
YEARS,
2016,-4875.0
2017,-103995.0
2018,45482.0
2019,-52216.0
2020,78341.0
2021,-26893.0
2022,53316.0
2023,224.0
2024,100718.0
2025,-93857.0
2026,-20232.0
