metric,value
deposit,1600000.0
netProfit,-125257.0
netPct,-7.828562499999999
profitFactor,0.9505296096816733
trades,881
maxDDpct,18.846762207640094
expectancy,-142.17593643586835
nYears,11
posYears,6
posFrac,0.5454545454545454
worstYearPct,-9.9328125
score,-52.915324707640096
YEARS,
2016,-158925.0
2017,6305.0
2018,47351.0
2019,-7683.0
2020,-32951.0
2021,23179.0
2022,10729.0
2023,-142655.0
2024,179491.0
2025,-18841.0
2026,4531.0
