metric,value
deposit,1600000.0
netProfit,-118561.0
netPct,-7.4100625
profitFactor,0.9413051571420368
trades,1135
maxDDpct,14.519671314741037
expectancy,-104.45903083700476
nYears,11
posYears,4
posFrac,0.36363636363636365
worstYearPct,-6.272875
score,-36.03286449655922
YEARS,
2016,-100366.0
2017,-56521.0
2018,-4658.0
2019,-26180.0
2020,-5421.0
2021,35171.0
2022,-18834.0
2023,48324.0
2024,39435.0
2025,-11474.0
2026,8720.0
