metric,value
deposit,1600000.0
netProfit,-20390.0
netPct,-1.274375
profitFactor,0.997469179597144
trades,1623
maxDDpct,24.454779906738956
expectancy,-12.56315465187898
nYears,11
posYears,6
posFrac,0.5454545454545454
worstYearPct,-17.881
score,-78.7928935431026
YEARS,
2016,219997.0
2017,-168638.0
2018,128016.0
2019,32632.0
2020,-192929.0
2021,98263.0
2022,306449.0
2023,-286096.0
2024,188791.0
2025,-132394.0
2026,-148290.0
