metric,value
deposit,10000.0
netProfit,-5116.019999999999
netPct,-51.16019999999999
profitFactor,0.7666524055780616
trades,180
maxDDpct,60.57613511261201
expectancy,-28.4223333333334
nYears,2
posYears,0
posFrac,0.0
worstYearPct,-42.81379999999997
score,-189.01753511261194
YEARS,
2025,-4281.379999999997
2026,-700.4599999999996
