metric,value
deposit,1600000.0
netProfit,159763.0
netPct,9.9851875
profitFactor,1.0722740099831805
trades,966
maxDDpct,7.546795637615351
expectancy,165.3861283643888
nYears,11
posYears,5
posFrac,0.45454545454545453
worstYearPct,-3.9105624999999997
score,-14.739761546706259
YEARS,
2016,9633.0
2017,-878.0
2018,91156.0
2019,-21184.0
2020,-42375.0
2021,6733.0
2022,56566.0
2023,-5693.0
2024,178299.0
2025,-62569.0
2026,-10897.0
