metric,value
deposit,1600000.0
netProfit,608397.0
netPct,38.024812499999996
profitFactor,1.1455022855020511
trades,1442
maxDDpct,8.800480084223674
expectancy,421.91192787794694
nYears,11
posYears,8
posFrac,0.7272727272727273
worstYearPct,-2.497375
score,11.361804006685416
YEARS,
2016,58420.0
2017,42324.0
2018,-8922.0
2019,109327.0
2020,-19624.0
2021,18773.0
2022,198822.0
2023,54421.0
2024,220325.0
2025,33179.0
2026,-39958.0
