metric,value
deposit,1600000.0
netProfit,-148982.0
netPct,-9.311375
profitFactor,0.9298471802222371
trades,1179
maxDDpct,15.343670119901487
expectancy,-126.36301950805762
nYears,11
posYears,4
posFrac,0.36363636363636365
worstYearPct,-6.893187500000001
score,-39.40918716535604
YEARS,
2016,-110291.0
2017,-41542.0
2018,6769.0
2019,-9539.0
2020,-11241.0
2021,-4131.0
2022,-13929.0
2023,38276.0
2024,51787.0
2025,-42436.0
2026,15060.0
