metric,value
deposit,1600000.0
netProfit,338208.0
netPct,21.138
profitFactor,1.095316926921942
trades,1088
maxDDpct,12.135311077192021
expectancy,310.85294117647067
nYears,7
posYears,4
posFrac,0.5714285714285714
worstYearPct,-2.428125
score,-7.34082893433488
YEARS,
2016,235407.0
2017,-38850.0
2018,-22248.0
2019,62696.0
2020,-37615.0
2021,52523.0
2022,126349.0
