metric,value
deposit,1600000.0
netProfit,994493.0
netPct,62.155812499999996
profitFactor,7.699358689355051
trades,31
maxDDpct,30.840420724901936
expectancy,32080.41935483871
nYears,3
posYears,1
posFrac,0.3333333333333333
worstYearPct,-5.7099375
score,-27.25162905823527
YEARS,
2019,-25851.0
2020,-91359.0
2026,1112796.0
