metric,value
deposit,1600000.0
netProfit,8133359.0
netPct,508.3349375
profitFactor,1.2080483186943665
trades,1190
maxDDpct,16.317076846679214
expectancy,6834.75546218488
nYears,11
posYears,9
posFrac,0.8181818181818182
worstYearPct,-12.648249999999999
score,361.6485765624118
YEARS,
2016,101638.0
2017,19095.0
2018,191572.0
2019,619560.0
2020,-158570.0
2021,256680.0
2022,1683588.0
2023,933037.0
2024,3622204.0
2025,1679992.0
2026,-202372.0
