metric,value
deposit,1600000.0
netProfit,-158978.0
netPct,-9.936125
profitFactor,0.9175017098709631
trades,1105
maxDDpct,16.254046314741036
expectancy,-143.87149321266978
nYears,11
posYears,5
posFrac,0.45454545454545453
worstYearPct,-8.0774375
score,-45.00277926928649
YEARS,
2016,-129239.0
2017,-42928.0
2018,-8353.0
2019,-19068.0
2020,-23477.0
2021,30744.0
2022,1584.0
2023,35203.0
2024,26670.0
2025,-9644.0
2026,5038.0
