metric,value
deposit,1600000.0
netProfit,566031.0
netPct,35.3769375
profitFactor,1.1457587680299
trades,1367
maxDDpct,6.8072440466104345
expectancy,414.0680321872715
nYears,11
posYears,9
posFrac,0.8181818181818182
worstYearPct,-1.881875
score,16.49189799884411
YEARS,
2016,91388.0
2017,58842.0
2018,19517.0
2019,89436.0
2020,-5781.0
2021,27671.0
2022,132063.0
2023,22188.0
2024,174647.0
2025,41845.0
2026,-30110.0
