metric,value
deposit,1600000.0
netProfit,287508.0
netPct,17.96925
profitFactor,1.0847271170212485
trades,1088
maxDDpct,14.100858744295719
expectancy,264.25367647058863
nYears,7
posYears,4
posFrac,0.5714285714285714
worstYearPct,-3.7128124999999996
score,-14.971153387152862
YEARS,
2016,200797.0
2017,-59405.0
2018,-33245.0
2019,52735.0
2020,-27045.0
2021,49354.0
2022,144393.0
