metric,value
deposit,1600000.0
netProfit,5740722.0
netPct,358.79512500000004
profitFactor,1.280412161850933
trades,660
maxDDpct,23.42076408648531
expectancy,8698.063636363639
nYears,11
posYears,10
posFrac,0.9090909090909091
worstYearPct,-10.3779375
score,271.62280977715113
YEARS,
2016,528723.0
2017,309772.0
2018,153738.0
2019,385934.0
2020,96161.0
2021,65103.0
2022,1069546.0
2023,1063037.0
2024,1669973.0
2025,889640.0
2026,-166047.0
