metric,value
deposit,1600000.0
netProfit,-176426.0
netPct,-11.026625
profitFactor,0.9320930988042218
trades,896
maxDDpct,18.5507109920687
expectancy,-196.90401785714238
nYears,11
posYears,5
posFrac,0.45454545454545453
worstYearPct,-7.2616875
score,-45.34787576479597
YEARS,
2016,-116187.0
2017,3861.0
2018,-10035.0
2019,23043.0
2020,-70754.0
2021,30022.0
2022,-11687.0
2023,-97189.0
2024,131430.0
2025,-22883.0
2026,297.0
