metric,value
deposit,1600000.0
netProfit,145798.0
netPct,9.112375
profitFactor,1.0368092924288457
trades,1731
maxDDpct,13.964243924419334
expectancy,84.22761409589856
nYears,11
posYears,6
posFrac,0.5454545454545454
worstYearPct,-3.2595625000000004
score,-18.77254506078297
YEARS,
2016,-20796.0
2017,-52153.0
2018,-50570.0
2019,93368.0
2020,32895.0
2021,27914.0
2022,116884.0
2023,-37438.0
2024,119279.0
2025,4104.0
2026,-17237.0
