metric,value
deposit,1600000.0
netProfit,17287503.0
netPct,1080.4689375
profitFactor,1.2689904167075112
trades,1052
maxDDpct,20.039077681212767
expectancy,16432.987642585533
nYears,11
posYears,9
posFrac,0.8181818181818182
worstYearPct,-24.563125
score,790.2915870915145
YEARS,
2016,944826.0
2017,768849.0
2018,234900.0
2019,1127939.0
2020,-105106.0
2021,72596.0
2022,3460027.0
2023,2052149.0
2024,5858912.0
2025,4305600.0
2026,-393010.0
