metric,value
deposit,1600000.0
netProfit,15512502.0
netPct,969.531375
profitFactor,1.2802906117735484
trades,893
maxDDpct,19.180624527008042
expectancy,17371.222844344906
nYears,11
posYears,9
posFrac,0.8181818181818182
worstYearPct,-49.396125000000005
score,625.8839436548102
YEARS,
2016,960985.0
2017,812031.0
2018,257346.0
2019,726712.0
2020,-158687.0
2021,68147.0
2022,3050102.0
2023,2221999.0
2024,5495355.0
2025,3706308.0
2026,-790338.0
