metric,value
deposit,1600000.0
netProfit,7536515.0
netPct,471.0321875
profitFactor,1.1813782815890232
trades,1046
maxDDpct,22.09849696522207
expectancy,7205.081261950288
nYears,11
posYears,8
posFrac,0.7272727272727273
worstYearPct,-29.771625
score,231.15549167114162
YEARS,
2016,1137486.0
2017,427622.0
2018,-180280.0
2019,859444.0
2020,-476346.0
2021,92827.0
2022,1419937.0
2023,669529.0
2024,4212695.0
2025,303901.0
2026,-297557.0
