metric,value
deposit,1600000.0
netProfit,4486059.0
netPct,280.3786875
profitFactor,1.1586851828545002
trades,1197
maxDDpct,18.046368875188378
expectancy,3747.7518796992495
nYears,11
posYears,7
posFrac,0.6363636363636364
worstYearPct,-25.741812499999998
score,83.15099476117526
YEARS,
2016,222596.0
2017,-142575.0
2018,-11796.0
2019,516504.0
2020,-411869.0
2021,38547.0
2022,1131284.0
2023,415658.0
2024,2654888.0
2025,691736.0
2026,-185937.0
