metric,value
deposit,1600000.0
netProfit,-1211187.0
netPct,-75.6991875
profitFactor,0.9198263353059895
trades,1684
maxDDpct,85.5195302038226
expectancy,-719.2321852731599
nYears,11
posYears,5
posFrac,0.45454545454545453
worstYearPct,-53.688875
score,-280.9948767947317
YEARS,
2016,386171.0
2017,-859022.0
2018,-216799.0
2019,32847.0
2020,-207024.0
2021,-77497.0
2022,74590.0
2023,-28779.0
2024,222093.0
2025,-301638.0
2026,13552.0
