metric,value
deposit,1600000.0
netProfit,1310226.0
netPct,81.88912499999999
profitFactor,1.0386970785053395
trades,1704
maxDDpct,41.00206378608225
expectancy,768.9119718309877
nYears,11
posYears,7
posFrac,0.6363636363636364
worstYearPct,-26.8499375
score,-69.44061492244589
YEARS,
2016,145856.0
2017,114168.0
2018,-84812.0
2019,417083.0
2020,51051.0
2021,135760.0
2022,818635.0
2023,-174790.0
2024,1141815.0
2025,-429599.0
2026,-323803.0
