metric,value
deposit,1600000.0
netProfit,884329.0
netPct,55.2705625
profitFactor,1.1777863778645827
trades,1133
maxDDpct,10.755966654591653
expectancy,780.5198587819949
nYears,11
posYears,9
posFrac,0.8181818181818182
worstYearPct,-2.6414375
score,26.54109016359017
YEARS,
2016,66515.0
2017,98724.0
2018,30614.0
2019,75272.0
2020,-42263.0
2021,76103.0
2022,246285.0
2023,53907.0
2024,283222.0
2025,96361.0
2026,-35017.0
